,ST_NUM,ST_NAME,ST_NAME_SUF,ZIPCODE,PTYPE,LU,OWN_OCC,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,ST_ADDRESS,SALE_PRICE
907,345,BEACON,ST,2116,101,R1,N,1204700,3113200,4317900,4525159,1904.0,1873.0,2005.0,4912,4675,4.0,R,RM,M,B,12,5,4,1,L,M,M,2,L,M,,F,C,6,G,G,G,E,G,345 beacon st,4270000
908,347,K,ST,2127,101,R1,N,238300,646200,884500,926956,2062.0,1895.0,2001.0,2786,1974,3.0,R,RE,M,P,7,4,3,1,M,M,M,1,M,,,F,C,1,A,G,G,N,A,347 k st,960000
909,35,ALLEYNE,ST,2132,101,R1,N,165500,426200,591700,620102,8325.0,1930.0,2016.0,3165,1976,2.0,R,CL,H,M,6,3,1,1,M,M,,1,M,,,W,C,0,A,G,G,N,A,35 alleyne st,785000
910,35,ASHLAND,ST,2122,101,R1,Y,165000,235800,400800,420039,6326.0,1962.0,0.0,1964,1910,1.0,R,SL,G,M,7,3,2,0,S,S,,1,S,,,W,N,0,A,A,G,N,A,35 ashland st,620000
911,35,CHAMPNEY,ST,2135,104,R2,N,207600,756300,963900,1010167,4800.0,1925.0,2010.0,5117,3193,2.5,R,CV,G,M,13,8,5,0,M,M,M,2,M,M,,W,N,2,A,G,G,N,A,35 champney st,1210000
912,35,DALY,ST,2122,105,R3,N,164600,557200,721800,756446,3920.0,1927.0,2016.0,5182,3540,3.0,R,DK,F,W,15,6,3,0,M,M,M,3,M,M,M,W,C,0,A,A,A,N,A,35 daly st,625000
913,35,FAWNDALE,RD,2131,101,R1,Y,162250,283375,445625,467015,3829.0,1955.0,2016.0,1920,1272,2.0,R,CL,G,M,7,4,2,1,M,M,M,1,M,,,W,N,0,A,A,A,N,A,35 fawndale rd,407000
914,35,FOX,ST,2122,105,R3,N,163500,525400,688900,721967,3585.0,1905.0,0.0,5856,3924,3.0,R,DK,F,M,18,12,3,0,M,M,M,3,M,M,M,W,N,0,G,G,G,N,A,35 fox st,726000
915,35,GOETHE,ST,2132,101,R1,Y,131700,310000,441700,462902,5000.0,1954.0,2012.0,2536,1272,1.5,R,CP,G,M,6,3,2,0,S,M,,1,M,,,W,C,1,A,A,G,N,A,35 goethe st,464900
916,35,GREW HILL,RD,2131,104,R2,N,133300,286500,419800,439950,6153.0,1950.0,0.0,2816,1764,2.0,R,TF,G,M,10,4,2,0,S,S,,2,S,S,,F,N,0,A,A,A,N,A,35 grew hill rd,460000
917,35,HARWOOD,ST,2124,105,R3,N,132800,273100,405900,425383,3520.0,1926.0,2004.0,5860,3864,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,35 harwood st,650000
918,35,MCKONE,ST,2122,104,R2,Y,130600,373900,504500,528716,4000.0,1905.0,0.0,3929,2252,2.0,R,CV,G,A,12,5,2,0,S,N,,2,S,S,,W,N,0,A,A,A,N,A,35 mckone st,560000
919,35,MOSELEY,ST,2125,101,R1,Y,139900,473800,613700,643158,5225.0,1900.0,2010.0,4018,2442,2.0,R,CL,M,F,9,4,2,0,S,S,,1,M,,,W,N,0,G,A,A,N,A,35 moseley st,700000
920,35,NORTHBOURNE,RD,2130,101,R1,Y,153700,209500,363200,380634,4700.0,1925.0,0.0,2163,1087,1.0,R,BW,G,M,5,2,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,35 northbourne rd,550000
921,35,OVERLOOK,RD,2132,101,R1,N,57700,138100,195800,205198,1326.0,1955.0,0.0,1853,1040,2.0,R,CL,G,W,5,2,1,0,S,,,1,S,,,W,N,0,F,F,F,N,A,35 overlook rd,190000
922,35,REDLANDS,RD,2132,101,R1,Y,161800,374900,536700,562462,5840.0,1930.0,2005.0,3673,1641,1.0,R,BW,H,M,9,3,2,0,M,M,,1,M,,,W,N,0,A,A,G,N,A,35 redlands rd,535000
923,35,RUSSELL,ST,2129,101,R1,Y,213800,964900,1178700,1235278,950.0,1858.0,2009.0,2379,1791,3.0,R,RE,F,F,7,3,3,1,L,M,M,1,L,,,F,C,2,G,G,E,N,A,35 russell st,1420000
924,353,BEACON,ST,2116,101,R1,N,1189400,3604700,4794100,5024217,2016.0,1890.0,2006.0,5137,4833,4.0,R,RM,M,B,10,4,4,2,L,M,M,2,L,M,,F,C,7,G,E,E,E,G,353 beacon st,4590000
925,353,SUMNER,ST,2128,104,R2,N,121500,509800,631300,661602,1200.0,1901.0,2016.0,3108,2020,2.0,R,RM,G,B,13,4,4,0,M,M,M,2,M,M,,W,N,0,A,G,G,N,A,353 sumner st,490000
926,354,COREY,ST,2132,101,R1,Y,196600,564500,761100,797633,7264.0,1999.0,,4064,2540,2.0,R,CL,H,M,7,4,2,1,M,M,M,1,M,,,F,C,1,A,G,G,N,A,354 corey st,570000
927,36,ABBOT,ST,2124,105,R3,N,131600,312200,443800,465102,2845.0,1910.0,0.0,5635,3639,3.0,R,DK,F,M,15,9,3,3,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,36 abbot st,550000
928,36,BELLAMY,ST,2135,101,R1,Y,152500,370800,523300,548419,3820.0,1925.0,2014.0,2326,1430,2.0,R,CL,H,M,7,3,1,1,M,S,,1,M,,,W,N,1,A,A,A,N,A,36 bellamy st,560000
929,36,BELLEVUE,ST,2125,105,R3,N,114700,428200,542900,568959,2884.0,1920.0,2016.0,6238,4155,3.0,R,DK,F,W,18,12,3,0,S,M,S,3,S,S,S,W,N,0,A,A,A,N,A,36 bellevue st,830000
930,36,BLAKE,ST,2136,101,R1,Y,99000,205600,304600,319221,5000.0,1920.0,2013.0,1944,1248,2.0,R,CL,H,M,7,3,1,0,M,,,1,M,,,W,N,0,A,A,A,N,A,36 blake st,180000
931,36,BOGANDALE,RD,2132,101,R1,Y,158500,408400,566900,594112,5068.0,1925.0,0.0,3471,1890,2.0,R,CL,L,M,9,4,2,1,M,S,S,1,M,,,W,C,1,A,A,G,N,A,36 bogandale rd,685000
932,36,BROOKFORD,ST,2125,105,R3,Y,102700,368700,471400,494028,1856.0,1905.0,2012.0,3972,2253,2.0,R,CV,G,M,13,5,3,0,M,M,M,2,M,M,,W,N,0,G,G,G,N,A,36 brookford st,425000
933,36,CLEARWATER,DR,2126,101,R1,Y,205600,305500,511100,535633,16905.0,1953.0,2001.0,3408,2008,2.0,R,CL,H,M,10,4,2,0,S,S,,1,M,,,W,N,0,A,A,A,N,A,36 clearwater dr,660000
934,36,COLBORNE,RD,2135,105,R3,N,350100,782400,1132500,1186860,5572.0,1925.0,0.0,3760,2160,2.0,R,CV,H,W,12,5,3,1,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,36 colborne rd,1020000
935,36,CORNELL,ST,2131,101,R1,Y,156200,275800,432000,452736,8100.0,1956.0,0.0,2304,1306,1.5,R,CP,G,M,7,3,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,36 cornell st,435000
936,36,HARTFORD,ST,2125,104,R2,N,143800,327600,471400,494027,4821.0,1905.0,2013.0,5281,3349,2.5,R,CV,G,M,10,6,3,0,M,M,M,2,M,M,,W,N,2,G,G,G,N,A,36 hartford st,811000
937,36,HAVELOCK,ST,2124,105,R3,Y,100300,315200,415500,435444,3146.0,1920.0,0.0,5397,3465,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,M,M,M,W,N,1,A,A,A,N,A,36 havelock st,705000
938,36,KENWOOD,ST,2124,101,R1,Y,178400,398900,577300,605011,6314.0,1890.0,2015.0,4803,2642,2.0,R,CL,H,F,11,5,2,2,S,S,S,1,M,,,F,C,1,G,A,A,N,A,36 kenwood st,565000
939,36,MARTIN,ST,2132,101,R1,Y,184800,404300,589100,617377,4700.0,1920.0,2000.0,2913,1688,2.0,R,CL,G,M,8,4,1,1,M,M,,1,M,,,W,C,1,G,G,G,N,A,36 martin st,630000
940,36,MONASTERY,RD,2135,101,R1,Y,205300,301700,507000,531336,5003.0,1930.0,0.0,2682,1528,2.0,R,CL,H,U,8,4,1,1,N,N,,1,S,,,W,N,1,A,A,A,N,A,36 monastery rd,610000
941,36,RALSTON,RD,2136,104,R2,Y,116100,267200,383300,401699,4654.0,1965.0,0.0,3878,2418,2.0,R,TF,G,A,9,4,2,0,S,S,,2,S,S,,W,C,0,A,A,A,N,A,36 ralston rd,551000
942,36,RICHWOOD,ST,2132,101,R1,Y,241100,405300,646400,677428,5403.0,1920.0,0.0,3362,2094,2.5,R,CL,G,W,7,4,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,36 richwood st,725000
943,36,SAVIN,ST,2119,104,R2,N,121100,326600,447700,469190,5663.0,1900.0,2002.0,4994,2836,2.0,R,CV,G,M,11,6,2,1,M,M,M,2,M,M,,N,N,0,G,G,G,N,A,36 savin st,490000
944,36,SPENCER,ST,2124,105,R3,N,141900,269200,411100,430833,4526.0,1900.0,0.0,5036,3083,2.5,R,CV,G,M,13,5,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,36 spencer st,575000
945,36,SUPPLE,RD,2121,104,R2,Y,156000,276800,432800,453575,4325.0,1905.0,0.0,5714,3604,2.0,R,TF,H,M,13,6,2,0,S,S,,2,M,M,,W,N,0,A,A,A,N,A,36 supple rd,540000
946,36,W CEDAR,ST,2108,101,R1,N,1171600,1989800,3161400,3313147,1386.0,1900.0,2012.0,4684,3356,3.5,R,RM,G,B,8,4,3,1,M,M,M,1,L,,,W,C,5,G,G,G,N,A,36 w cedar st,3700000
947,36,WINSLOW,ST,2136,101,R1,N,123400,236600,360000,377280,5400.0,1935.0,0.0,2205,1464,2.0,R,CL,M,M,7,4,2,0,S,S,,1,S,,,W,N,0,A,A,A,N,A,36 winslow st,470000
948,37,ABBOTSFORD,ST,2121,105,R3,N,90200,568100,658300,689898,1840.0,1920.0,2016.0,6300,4500,3.0,R,RE,F,B,15,8,3,0,M,M,M,3,M,M,M,F,C,0,G,G,G,N,A,37 abbotsford st,338000
949,37,ALABAMA,ST,2126,101,R1,N,84300,223800,308100,322889,5558.0,1908.0,2013.0,2479,1530,2.0,R,CL,G,M,6,3,1,0,M,,,1,M,,,F,N,0,A,A,A,N,A,37 alabama st,362000
950,37,ALLSTON,ST,2124,101,R1,Y,136300,304700,441000,462168,3131.0,1880.0,2009.0,3210,1815,2.0,R,CL,G,W,8,5,1,1,M,M,,1,M,,,W,D,2,A,A,G,N,A,37 allston st,630000
951,37,BELFORT,ST,2125,101,R1,Y,122300,470600,592900,621360,2050.0,1905.0,0.0,4023,2546,2.0,R,CL,G,M,7,4,1,1,M,M,,1,M,,,W,N,0,G,G,G,N,A,37 belfort st,685000
952,37,DIX,ST,2122,105,R3,N,168700,537800,706500,740412,3340.0,1905.0,2016.0,5885,3981,3.0,R,DK,F,M,17,8,3,0,M,M,M,3,M,M,M,F,N,0,A,A,G,N,A,37 dix st,550000
953,37,ETHEL,ST,2131,101,R1,Y,166300,655000,821300,860723,8218.0,0.0,,5352,3184,2.0,,CL,G,C,8,4,2,1,M,M,M,1,M,,,F,C,1,G,G,G,N,A,37 ethel st,840000
954,37,EVERDEAN,ST,2122,101,R1,N,168600,204800,373400,391323,6950.0,1933.0,0.0,1778,1170,2.0,R,CL,G,A,5,3,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,37 everdean st,465000
955,37,GARNET,RD,2132,101,R1,Y,150600,294300,444900,466256,5400.0,1926.0,0.0,2270,1442,2.0,R,CL,L,W,8,3,2,0,S,S,,1,S,,,W,N,0,A,A,A,N,A,37 garnet rd,652000
956,37,HARTFORD,ST,2125,105,R3,Y,137900,330200,468100,490569,5215.0,1920.0,0.0,4931,2694,2.0,R,CV,G,W,12,5,3,0,S,S,M,3,S,S,M,W,N,0,A,A,A,N,A,37 hartford st,565000
957,37,KINGSDALE,ST,2124,105,R3,N,165300,347700,513000,537624,4560.0,1905.0,0.0,8154,5054,3.0,R,DK,H,W,18,9,3,0,S,N,N,3,S,S,S,W,N,0,A,A,A,N,A,37 kingsdale st,515000
958,37,MCKONE,ST,2122,104,R2,N,130500,328200,458700,480718,4000.0,1905.0,0.0,3909,2248,2.0,R,CV,G,W,13,2,2,0,N,N,,2,N,N,,W,N,0,A,A,A,N,F,37 mckone st,568000
959,37,MONMOUTH,ST,2128,104,R2,N,114700,305800,420500,440684,2500.0,1880.0,0.0,4204,2826,3.0,R,CV,F,M,10,3,2,0,S,S,,2,S,S,,W,N,0,G,A,A,N,A,37 monmouth st,761000
960,37,ROMSEY,ST,2125,104,R2,Y,207300,429900,637200,667786,5213.0,1905.0,1985.0,5980,3747,2.5,R,CV,G,M,13,6,2,1,M,M,M,2,M,M,,W,N,0,A,A,A,N,A,37 romsey st,764000
961,37,STANDISH,ST,2124,105,R3,N,130900,439100,570000,597360,3441.0,1910.0,2015.0,4630,3294,3.0,R,DK,F,M,18,11,3,0,M,M,M,3,M,M,M,F,N,0,G,G,G,N,A,37 standish st,585000
962,37,WALKER,ST,2129,109,R3,Y,236800,1406400,1643200,1722074,3397.0,1875.0,1992.0,5084,3813,3.0,R,RE,F,W,18,9,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,37 walker st,1800
963,37,WOODBINE,ST,2119,101,R1,Y,84500,197500,282000,295536,4991.0,1900.0,1983.0,3028,2010,2.0,R,CL,M,M,8,4,1,1,S,S,,1,S,,,W,N,0,A,A,A,N,A,37 woodbine st,400000
964,370,COREY,ST,2132,101,R1,Y,138700,283600,422300,442571,3786.0,1966.0,2012.0,1971,1323,2.0,R,CL,G,W,6,3,1,1,S,M,,1,M,,,W,N,0,A,A,A,N,A,370 corey st,471000
965,371,RIVER,ST,2126,104,R2,N,155300,260100,415400,435339,7630.0,1950.0,0.0,3344,2208,2.0,R,DX,H,M,12,6,2,0,S,S,,2,S,S,,F,N,0,A,A,A,N,A,371 river st,475000
966,375,BAKER,ST,2132,101,R1,Y,124700,310500,435200,456090,4848.0,1929.0,2016.0,2210,1351,2.0,R,CL,G,M,7,3,1,1,M,M,,1,M,,,W,C,1,A,A,A,N,A,375 baker st,460000
967,38,AUBURN,ST,2129,104,R2,N,228800,530100,758900,795327,1090.0,1885.0,2016.0,2592,2344,2.0,R,SD,F,F,8,3,2,0,M,M,,2,M,M,,F,C,0,A,G,G,N,A,38 auburn st,1010000
968,38,CHELMSFORD,ST,2122,104,R2,N,156400,474900,631300,661602,3775.0,1927.0,2016.0,4616,2580,2.0,R,CV,G,M,11,5,2,1,S,M,M,2,S,M,,W,N,0,A,G,G,N,A,38 chelmsford st,500000
969,38,CREIGHTON,ST,2130,104,R2,N,250700,626500,877200,919306,6000.0,1910.0,2016.0,3926,2288,2.0,R,CV,G,F,12,7,4,2,M,M,M,3,M,M,S,F,C,0,A,A,A,N,A,38 creighton st,2000000
970,38,FAYSTON,ST,2121,105,R3,N,118800,367700,486500,509852,2227.0,1925.0,0.0,5372,3741,3.0,R,SD,F,B,17,8,4,2,S,N,N,3,S,N,N,F,N,0,A,A,A,N,A,38 fayston st,520000
971,38,GRETTER,RD,2132,101,R1,Y,135300,392700,528000,553344,4295.0,1925.0,2014.0,3464,1904,1.5,R,BW,G,M,8,3,2,0,M,S,,1,M,,,W,N,1,A,G,G,N,A,38 gretter rd,601500
972,38,HARDWICK,ST,2135,101,R1,N,157500,352400,509900,534375,3990.0,1930.0,0.0,2520,1600,2.0,R,CL,L,W,8,3,1,0,S,,,1,S,,,W,N,1,A,A,A,N,A,38 hardwick st,720000
973,38,HEMLOCK,RD,2132,101,R1,Y,120300,336100,456400,478308,4160.0,1950.0,0.0,3082,1410,1.0,R,BW,G,W,8,4,2,0,M,S,,1,M,,,W,C,1,A,G,G,N,A,38 hemlock rd,540000
974,38,MONTGOMERY,ST,2116,101,R1,Y,432100,1399500,1831600,1919517,853.0,1885.0,1992.0,2784,2145,3.0,R,RM,M,B,10,3,3,0,M,S,S,1,M,,,W,N,4,A,A,A,N,G,38 montgomery st,1880000
975,38,NIGHTINGALE,ST,2124,101,R1,N,129700,140100,269800,282750,4034.0,1900.0,0.0,3792,2139,2.0,R,CL,G,M,11,5,2,0,N,N,,1,N,,,W,N,0,F,F,A,N,A,38 nightingale st,250000
976,38,OSCEOLA,ST,2136,101,R1,Y,91000,228400,319400,334732,4941.0,1920.0,0.0,2160,1248,2.0,R,CL,H,W,5,2,2,0,S,S,,1,S,,,F,C,0,A,A,A,N,A,38 osceola st,305000
977,38,PARKLAWN,RD,2132,101,R1,Y,189400,493200,682600,715365,5460.0,1920.0,2011.0,2962,2208,2.0,R,CL,H,W,10,3,2,1,M,M,M,1,M,,,W,C,2,A,G,G,N,A,38 parklawn rd,780000
978,38,PELTON,ST,2132,101,R1,Y,201200,474300,675500,707924,5888.0,1915.0,0.0,4088,2370,2.0,R,CL,G,F,8,4,2,1,S,S,S,1,M,,,W,N,1,A,G,G,N,G,38 pelton st,765000
979,38,ROSEDALE,ST,2124,101,R1,Y,121300,252500,373800,391743,5194.0,1900.0,0.0,4788,2998,2.5,R,CL,G,M,8,5,2,1,M,S,S,1,M,,,W,N,2,A,A,G,N,A,38 rosedale st,430000
980,38,SHEPTON,ST,2124,101,R1,N,125400,382900,508300,532698,3200.0,1910.0,2016.0,3330,2135,2.5,R,CL,G,A,9,4,2,1,M,M,M,1,M,,,F,C,1,G,G,G,N,A,38 shepton st,510000
981,38,STRATFORD,ST,2132,101,R1,Y,346200,816200,1162400,1218196,13750.0,1900.0,2002.0,7305,4376,2.0,R,VT,G,W,13,7,2,2,M,M,M,1,M,,,W,N,5,A,G,G,N,A,38 stratford st,1320000
982,38,SUSSEX,ST,2120,101,R1,Y,77600,252000,329600,345421,404.0,1886.0,0.0,1001,676,2.0,R,RE,F,B,4,2,1,1,M,M,,1,M,,,W,N,0,A,G,G,N,A,38 sussex st,479000
983,38,WESTMORE,RD,2126,104,R2,Y,125300,247200,372500,390380,3780.0,1960.0,2016.0,3854,2444,2.0,R,TF,H,W,10,4,2,0,M,S,,2,M,S,,W,N,0,A,A,A,N,A,38 westmore rd,390000
984,382,BAKER,ST,2132,101,R1,Y,132300,259600,391900,410712,5398.0,1930.0,0.0,3166,1428,1.0,R,CP,G,M,5,2,1,0,S,,,1,M,,,W,N,0,A,A,A,N,A,382 baker st,500000
985,385,PARK,ST,2124,105,R3,Y,157900,409000,566900,594112,4189.0,1905.0,2005.0,7065,4770,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,385 park st,530000
986,387,ASHMONT,ST,2124,101,R1,N,163900,370200,534100,559737,8220.0,1900.0,0.0,4617,3009,2.5,R,CL,G,W,13,6,1,1,S,S,,1,S,,,W,N,3,A,A,A,N,A,387 ashmont st,550000
987,388,PARK,ST,2124,104,R2,N,136800,286100,422900,443199,3671.0,1918.0,0.0,5386,3057,2.0,R,CV,H,M,14,7,2,0,S,S,,2,S,S,,F,N,0,A,A,A,N,A,388 park st,612000
988,39,ALLSTON,ST,2129,104,R2,Y,145400,390100,535500,561204,766.0,1860.0,0.0,2584,1906,3.0,R,RE,F,W,9,4,2,0,S,S,,2,S,N,,W,N,0,F,A,A,N,A,39 allston st,1120000
989,39,AVILA,RD,2136,101,R1,Y,113800,186900,300700,315134,6582.0,1948.0,0.0,2272,1224,1.5,R,CP,G,M,6,2,1,1,S,S,,1,S,,,F,N,1,A,A,A,N,A,39 avila rd,337000
990,39,BADGER,RD,2136,101,R1,Y,124200,204700,328900,344688,5220.0,1949.0,0.0,1648,824,1.0,R,CP,G,M,7,3,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,39 badger rd,383500
991,39,BARTLETT,ST,2119,105,R3,N,73368,144694,218062,228529,1601.0,1890.0,1997.0,3051,2291,3.0,R,RM,F,B,15,6,3,0,S,S,S,3,M,M,M,W,N,0,A,A,A,N,A,39 bartlett st,558000
992,39,BEACON,ST,2108,105,R3,N,4174125,6980750,11154875,11690309,5847.0,1899.0,2001.0,15604,14345,4.0,R,RM,F,B,26,8,9,4,L,L,M,3,L,M,M,F,C,2,G,G,A,E,E,39 beacon st,15300000
993,39,BROOKVIEW,ST,2124,101,R1,N,105700,143800,249500,261476,4000.0,1917.0,0.0,3282,1740,2.0,R,CL,G,M,7,4,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,39 brookview st,273044
994,39,CASS,ST,2132,101,R1,Y,125200,249800,375000,393000,3985.0,1925.0,2001.0,2010,975,1.0,R,BW,G,W,7,2,2,0,S,M,,1,S,,,W,C,0,A,A,A,N,A,39 cass st,450000
995,39,EVERTON,ST,2121,101,R1,Y,133500,134300,267800,280654,3840.0,1998.0,0.0,2389,1495,2.0,R,CL,G,M,7,3,1,1,S,S,,1,S,,,W,N,0,A,A,A,N,A,39 everton st,255000
996,39,HARDING,RD,2131,101,R1,N,116100,189100,305200,319850,6640.0,1950.0,0.0,1427,713,1.0,R,CP,G,W,4,2,1,0,S,,,1,N,,,F,N,0,A,A,A,N,A,39 harding rd,391500
997,39,KIMBALL,ST,2122,104,R2,N,88200,169800,258000,270384,3208.0,1900.0,0.0,3052,1584,2.0,R,CV,G,F,8,4,2,0,N,N,,2,N,N,,W,N,0,A,A,A,N,A,39 kimball st,175000
998,39,REXHAME,ST,2131,101,R1,Y,142000,251900,393900,412808,5000.0,1955.0,0.0,2348,1306,1.5,R,CP,G,M,6,3,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,39 rexhame st,526100
999,390,ASHMONT,ST,2124,104,R2,N,146000,384600,530600,556069,4012.0,1925.0,2016.0,5138,2760,2.0,R,TF,H,W,12,6,2,0,M,S,,2,S,S,,W,N,0,G,G,G,N,A,390 ashmont st,575000
1000,3916,WASHINGTON,ST,2131,105,R3,N,176200,540100,716300,750682,3740.0,1901.0,2002.0,5928,3690,3.0,R,DK,F,M,18,9,3,0,M,M,M,3,M,M,M,W,N,0,G,A,A,N,A,3916 washington st,835000
1001,392,POPLAR,ST,2131,101,R1,N,135900,276500,412400,432195,5568.0,1966.0,2016.0,2028,1300,2.0,R,CL,G,W,7,4,2,1,S,S,M,1,S,,,E,N,1,A,A,A,N,A,392 poplar st,419000
1002,4,ALBION,PL,2129,104,R2,N,214000,480900,694900,728255,1948.0,1885.0,0.0,4807,2988,2.0,R,CV,G,P,12,6,2,0,S,S,,2,S,S,,W,N,3,P,A,A,N,A,4 albion pl,845000
1003,4,BURKE,ST,2120,105,R3,N,133800,470600,604400,633411,782.0,1900.0,2016.0,2844,2133,3.0,R,RE,F,B,11,9,4,0,M,M,M,3,M,M,M,F,C,0,A,G,G,N,A,4 burke st,1010000
1004,4,BUTLER,ST,2124,101,R1,Y,148500,285100,433600,454413,5203.0,1915.0,2010.0,3520,1944,2.0,R,CL,H,W,7,4,1,0,S,,,1,M,,,W,N,0,A,A,A,N,A,4 butler st,750000
1005,4,CHERITON,RD,2132,101,R1,Y,127000,476300,603300,632259,6426.0,2016.0,,3854,2531,2.0,,CL,G,F,7,4,2,1,L,M,M,1,L,,,F,C,1,G,G,G,N,A,4 cheriton rd,714000
1006,4,CUTHBERT,RD,2132,101,R1,Y,193100,313300,506400,530708,5293.0,1930.0,2010.0,2492,1456,2.0,R,CL,G,M,7,3,1,1,S,S,,1,S,,,W,N,1,G,A,A,N,A,4 cuthbert rd,685000
1007,4,DEERING,RD,2126,105,R3,N,133600,287100,420700,440894,3330.0,1905.0,0.0,5484,3514,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,4 deering rd,655000
1008,4,DUXBURY,RD,2126,104,R2,N,101400,275000,376400,394467,5000.0,1921.0,1970.0,3778,2376,2.0,R,CV,G,M,10,5,2,1,S,S,S,2,S,S,,W,N,0,A,A,A,N,A,4 duxbury rd,470000
1009,4,EAGLE,ST,2132,101,R1,Y,169800,397100,566900,594112,6000.0,1985.0,0.0,2814,1862,2.0,R,CL,G,F,8,4,2,1,M,M,S,1,M,,,W,C,1,A,A,A,N,A,4 eagle st,600000
1010,4,ESSEX,ST,2129,101,R1,N,185300,607300,792600,830645,1240.0,1875.0,2014.0,2350,1609,2.5,R,RE,G,W,7,5,1,1,L,M,,1,M,,,W,N,0,A,A,G,N,A,4 essex st,658000
1011,4,EVERETT,PL,2128,101,R1,N,65000,151000,216000,226368,703.0,1900.0,1999.0,2128,1277,2.0,R,RM,G,W,6,4,1,0,N,,,1,N,,,W,N,0,F,F,A,N,F,4 everett pl,410000
1012,4,HILL,ST,2129,101,R1,Y,223100,581500,804600,843221,1279.0,1870.0,2005.0,2484,1933,2.0,R,RM,G,M,10,5,1,0,M,,,1,M,,,W,N,0,A,A,A,N,A,4 hill st,775900
1013,4,LATIN,RD,2132,101,R1,Y,164700,279600,444300,465627,6276.0,1951.0,0.0,2578,1484,2.0,R,CL,G,M,6,3,1,1,N,N,,1,N,,,W,N,1,A,A,A,N,A,4 latin rd,672500
1014,4,LAWRENCE,ST,2116,101,R1,Y,362100,1326000,1688100,1769129,803.0,1890.0,2016.0,2304,2130,3.0,R,RM,M,B,5,3,2,1,L,M,M,1,L,,,F,C,1,A,G,G,N,F,4 lawrence st,1920000
1015,4,MENDUM,ST,2131,101,R1,Y,189600,292000,481600,504717,4000.0,1920.0,1990.0,2467,1385,2.0,R,CL,L,M,6,3,1,0,M,,,1,S,,,W,N,1,A,A,G,N,A,4 mendum st,599000
1016,4,PARAGON,RD,2132,101,R1,Y,98600,260200,358800,376023,2800.0,1925.0,0.0,2156,912,1.0,R,BW,H,M,7,3,2,0,S,S,,1,M,,,W,N,0,A,A,A,N,A,4 paragon rd,437000
1017,4,PINCKNEY,ST,2114,101,R1,N,910200,1653940,2564140,2687219,1450.0,1899.0,2016.0,4008,2554,3.0,R,RE,G,B,10,5,4,1,L,M,M,1,L,,,F,C,4,G,E,E,N,A,4 pinckney st,2380000
1018,4,REGENT,PL,2119,101,R1,N,87000,159300,246300,258122,1735.0,1890.0,2015.0,1425,1377,3.0,R,RE,M,B,5,2,2,0,S,S,,1,S,,,W,N,0,A,A,A,N,F,4 regent pl,301000
1019,4,SHORT,ST,2128,101,R1,N,167200,211400,378600,396773,5000.0,1890.0,0.0,2540,1624,2.0,R,CL,F,W,6,3,1,1,S,S,,1,S,,,F,C,0,A,A,A,N,F,4 short st,620000
1020,4,SUMNER,ST,2125,105,R3,N,156200,483000,639200,669882,3963.0,1900.0,0.0,6230,4008,2.5,R,CV,G,M,14,6,2,1,S,S,S,3,S,S,S,W,N,0,A,A,A,N,G,4 sumner st,835000
1021,4,TRAIN,ST,2122,105,R3,N,125500,457200,582700,610670,2791.0,1910.0,0.0,5037,3321,3.0,R,DK,F,M,15,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,4 train st,550000
1022,4,WESTMORELAND,ST,2124,101,R1,Y,158500,370500,529000,554392,7000.0,1893.0,0.0,4295,2718,2.5,R,CL,G,M,9,5,1,0,S,S,,1,N,,,F,N,1,A,A,A,N,A,4 westmoreland st,675000
1023,4,WORTHINGTON,ST,2120,101,R1,Y,253800,730300,984100,1031337,1600.0,1900.0,2007.0,3136,2745,3.0,R,RM,M,B,6,3,2,2,M,M,M,1,M,,,F,C,0,G,G,G,N,A,4 worthington st,1500000
