,ST_NUM,ST_NAME,ST_NAME_SUF,ZIPCODE,PTYPE,LU,OWN_OCC,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,ST_ADDRESS,SALE_PRICE
1024,40,BARRY,ST,2125,105,R3,N,146800,435100,581900,609831,6250.0,1905.0,0.0,6611,4875,3.0,R,DK,F,A,18,6,3,0,S,S,S,3,M,M,M,E,N,0,A,A,G,N,A,40 barry st,650000
1025,40,BEAUMONT,ST,2124,104,R2,N,195300,432300,627600,657725,5210.0,1920.0,0.0,4984,3055,2.0,R,CV,H,M,12,6,2,0,S,S,,2,M,M,,W,N,0,A,A,A,N,A,40 beaumont st,860000
1026,40,BRADFORD,ST,2118,101,R1,N,300900,1282700,1583600,1659613,940.0,1890.0,2016.0,2371,1988,3.0,R,RM,F,B,8,3,3,0,L,M,M,2,L,M,,F,C,1,A,G,G,N,A,40 bradford st,1910000
1027,40,CHELMSFORD,ST,2122,104,R2,Y,156800,482100,638900,669568,3775.0,1927.0,1980.0,4674,2676,2.0,R,CV,G,M,13,6,2,0,S,S,,2,M,M,,W,N,0,A,A,G,N,A,40 chelmsford st,625000
1028,40,DRAPER,ST,2122,105,R3,N,139100,328500,467600,490045,3227.0,1915.0,0.0,5511,3644,3.0,R,DK,F,A,15,6,3,0,M,M,M,3,S,S,S,F,N,0,A,A,A,N,A,40 draper st,570000
1029,40,GLENDALE,ST,2125,105,R3,Y,196600,453900,650500,681724,10310.0,1920.0,2001.0,6660,4072,2.0,R,CV,G,M,18,10,3,0,N,S,S,3,S,S,N,F,N,1,G,A,A,N,A,40 glendale st,630000
1030,40,GRAY,ST,2116,101,R1,Y,357600,953000,1310600,1373509,756.0,1890.0,0.0,2835,2216,3.0,R,RM,F,B,8,3,3,0,N,N,N,2,N,N,,F,N,0,A,F,F,N,F,40 gray st,1700000
1031,40,HARVEST,ST,2125,104,R2,N,191200,351000,542200,568226,5250.0,1910.0,0.0,5159,3051,2.5,R,CV,G,M,12,3,2,0,S,S,,2,S,S,,F,N,0,A,A,A,N,A,40 harvest st,855000
1032,40,LANDSEER,ST,2132,101,R1,Y,296900,459100,756000,792288,13150.0,1910.0,0.0,5684,3238,2.0,R,CL,H,W,10,5,1,1,S,S,,1,S,,,W,N,2,A,A,A,N,A,40 landseer st,899000
1033,40,LEAMINGTON,RD,2135,101,R1,Y,193200,411700,604900,633936,3232.0,1910.0,0.0,2757,1790,2.0,R,RM,F,B,8,3,2,1,S,S,S,1,S,,,W,N,1,A,A,A,N,A,40 leamington rd,875000
1034,40,LONSDALE,ST,2124,104,R2,Y,149800,317000,466800,489207,3894.0,1890.0,0.0,4748,2928,2.5,R,CV,G,M,12,6,2,0,N,N,,2,S,S,,F,N,0,A,A,A,N,A,40 lonsdale st,515000
1035,40,LYALL,ST,2132,101,R1,Y,160100,484800,644900,675856,4594.0,1930.0,0.0,2790,1894,2.0,R,CL,G,F,8,3,2,1,M,M,M,1,M,,,F,C,1,G,G,G,N,A,40 lyall st,830000
1036,40,ORIOLE,ST,2132,101,R1,Y,205700,381100,586800,614967,6385.0,1912.0,0.0,4319,2427,2.0,R,CL,L,W,9,6,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,40 oriole st,742500
1037,40,PASADENA,RD,2121,104,R2,Y,180300,354200,534500,560156,6000.0,1935.0,0.0,6020,3780,2.0,R,TF,H,B,16,6,3,0,S,S,S,2,M,M,,W,N,0,A,A,A,N,A,40 pasadena rd,540000
1038,40,PRESCOTT,ST,2136,101,R1,Y,123300,312900,436200,457138,4979.0,1920.0,2016.0,4340,2335,2.0,R,CV,G,M,7,4,2,1,M,M,M,1,M,,,F,C,0,A,A,A,N,A,40 prescott st,532000
1039,40,ROBIN,ST,2132,101,R1,Y,170400,454200,624600,654581,5400.0,1920.0,2010.0,3228,1920,2.0,R,CL,G,W,6,3,1,1,S,M,,1,M,,,W,C,1,G,G,G,N,G,40 robin st,700000
1040,40,SEYMOUR,ST,2131,101,R1,Y,148400,274600,423000,443304,6000.0,1920.0,0.0,2988,1471,1.0,R,CP,G,M,6,3,1,1,N,N,,1,S,,,W,N,0,A,A,A,N,A,40 seymour st,410000
1041,40,STOCKTON,ST,2124,105,R3,N,64001,212913,276914,290206,4281.0,1905.0,2016.0,5116,3459,3.0,R,DK,F,M,18,9,6,0,M,M,M,3,M,M,M,F,C,0,G,G,G,N,A,40 stockton st,422000
1042,40,WAYLAND,ST,2125,105,R3,N,147900,332400,480300,503354,3914.0,1905.0,0.0,6333,4293,3.0,R,DK,F,M,14,8,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,40 wayland st,456000
1043,400,BREMEN,ST,2128,105,R3,N,131700,294100,425800,446238,1650.0,1900.0,2000.0,4628,3111,3.0,R,DK,F,M,14,5,3,0,S,S,S,3,S,S,S,S,N,0,G,A,A,N,A,400 bremen st,650000
1044,400,CENTRE,ST,2122,104,R2,Y,129500,396100,525600,550829,2828.0,1905.0,2015.0,4222,2515,2.0,R,CV,G,M,11,5,2,0,M,M,,2,M,M,,F,C,1,A,G,G,N,A,400 centre st,525000
1045,402,ASHMONT,ST,2124,104,R2,Y,165200,273700,438900,459968,4625.0,1907.0,0.0,4622,2760,2.0,R,TF,H,M,12,6,2,0,N,N,,2,N,N,,W,N,0,A,A,A,N,A,402 ashmont st,575000
1046,41,ALLSTON,ST,2134,104,R2,N,197200,672500,869700,911446,4117.0,1910.0,0.0,5016,3267,2.5,R,CV,G,A,13,6,3,0,S,S,S,2,S,S,,W,N,0,A,A,A,N,A,41 allston st,1000000
1047,41,BIGELOW,ST,2135,105,R3,N,220300,493300,713600,747853,4500.0,1935.0,0.0,4426,2677,2.0,R,CV,G,A,11,5,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,41 bigelow st,645000
1048,41,BOARDMAN,ST,2128,104,R2,N,170000,377900,547900,574199,5936.0,1910.0,2016.0,2977,1726,2.0,R,TF,F,M,10,4,2,0,M,M,,2,M,M,,F,C,0,G,G,G,N,A,41 boardman st,370000
1049,41,CHESTNUT,ST,2129,101,R1,N,421300,1722400,2143700,2246598,1750.0,1860.0,2005.0,3862,2542,3.0,R,RE,F,B,8,4,3,1,M,M,M,1,L,,,F,C,3,A,A,G,E,E,41 chestnut st,3900000
1050,41,LUCERNE,ST,2124,105,R3,N,127000,398500,525500,550724,3800.0,1905.0,0.0,6235,4098,3.0,R,DK,F,M,19,9,3,0,M,M,M,3,M,M,M,W,N,0,A,A,G,N,A,41 lucerne st,745000
1051,41,MOSELEY,ST,2125,101,R1,N,185400,422700,608100,637289,5462.0,1900.0,0.0,3293,2058,2.0,R,CL,M,M,12,5,3,0,S,S,S,2,M,M,,W,N,1,A,A,A,N,A,41 moseley st,400000
1052,41,NEWBURG,ST,2131,104,R2,N,134730,374220,508950,533380,4250.0,1900.0,2016.0,4186,2215,2.0,R,CV,G,M,10,3,2,0,M,M,,2,M,M,,W,C,2,G,G,G,N,A,41 newburg st,580000
1053,41,NORTON,ST,2125,105,R3,N,134000,516100,650100,681305,3748.0,1905.0,2012.0,5653,3834,3.0,R,DK,F,M,18,9,3,0,M,M,M,3,M,M,M,F,N,0,G,G,G,N,A,41 norton st,460950
1054,41,OLD MORTON,ST,2126,101,R1,N,92700,336300,429000,449592,2402.0,1920.0,2016.0,2960,1867,2.5,R,SD,G,F,7,3,2,0,M,M,,1,M,,,F,C,0,A,G,G,N,A,41 old morton st,475000
1055,41,RUSSETT,RD,2132,101,R1,Y,172100,422900,595000,623560,4305.0,1920.0,0.0,2929,1584,2.0,R,CL,H,W,7,4,1,1,S,S,,1,M,,,W,N,2,A,G,G,N,A,41 russett rd,680000
1056,41,TELEGRAPH,ST,2127,101,R1,Y,143570,396018,539588,565489,1018.0,1890.0,2008.0,1765,1102,2.0,R,RM,G,W,5,3,1,0,M,,,1,S,,,W,N,0,G,A,G,N,A,41 telegraph st,999999
1057,41,WILDWOOD,ST,2124,105,R3,N,175700,449600,625300,655314,6000.0,1905.0,2001.0,5140,3759,3.0,R,DK,F,M,16,7,3,0,M,M,M,3,M,M,M,W,N,0,G,G,G,N,A,41 wildwood st,650000
1058,42,BROOKDALE,ST,2131,101,R1,Y,155100,383400,538500,564348,6894.0,1880.0,2009.0,2318,1337,2.0,R,CL,G,M,7,3,1,1,M,M,,1,M,,,W,N,0,G,G,G,N,A,42 brookdale st,620000
1059,42,DALE,ST,2119,104,R2,N,121800,194200,316000,331168,3888.0,1900.0,0.0,4128,3033,3.0,R,CV,M,M,12,7,2,0,N,N,,2,N,N,,W,N,0,A,A,F,N,A,42 dale st,292889
1060,42,DECKARD,ST,2121,105,R3,N,139600,410300,549900,576295,5113.0,1890.0,0.0,6240,4539,3.0,R,RE,F,B,17,8,3,0,M,S,S,3,M,S,S,W,N,0,A,A,A,N,A,42 deckard st,630000
1061,42,GREENVILLE,ST,2119,101,R1,N,114984,99504,214488,224783,7543.0,1885.0,2001.0,6613,4019,2.0,R,CL,G,F,12,8,2,0,N,N,,1,N,,,F,N,2,F,F,F,N,A,42 greenville st,216000
1062,42,IRVING,ST,2114,101,R1,Y,396400,1086500,1482900,1554080,480.0,1860.0,2004.0,1792,1344,3.0,R,RM,G,B,8,3,3,2,M,M,M,1,M,,,W,C,0,G,G,G,N,A,42 irving st,1720000
1063,42,KITTREDGE,ST,2131,104,R2,Y,133100,318700,451800,473487,3893.0,1900.0,0.0,4505,2797,2.5,R,CV,G,A,8,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,42 kittredge st,686000
1064,42,LINCOLN,ST,2136,104,R2,N,113700,274300,388000,406624,3675.0,1925.0,0.0,3672,2264,2.0,R,TF,H,W,10,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,42 lincoln st,446000
1065,42,MANOR,ST,2122,101,R1,Y,164900,360400,525300,550515,7641.0,1958.0,2008.0,1922,1274,2.0,R,CL,G,M,7,3,1,1,M,M,,1,M,,,F,N,1,G,G,G,N,A,42 manor st,505000
1066,42,MARGO,RD,2135,101,R1,Y,171300,367100,538400,564244,5896.0,1955.0,0.0,2829,1354,1.0,R,RN,G,W,5,3,1,0,S,,,1,S,,,F,N,1,A,A,A,N,G,42 margo rd,539900
1067,42,MARIPOSA,ST,2136,101,R1,N,83000,192700,275700,288934,4366.0,1913.0,0.0,3301,2296,1.0,R,BW,H,M,8,4,2,0,S,S,,1,N,,,W,N,0,A,A,A,N,A,42 mariposa st,257000
1068,42,PATTEN,ST,2130,104,R2,N,232500,395900,628400,658563,7639.0,1910.0,0.0,4144,2352,2.0,R,TF,H,W,13,5,2,0,S,S,,2,S,S,,W,N,0,A,A,G,N,A,42 patten st,850000
1069,42,VAN BRUNT,ST,2136,101,R1,Y,113000,252600,365600,383149,5220.0,1953.0,2015.0,2160,1224,1.5,R,CP,G,M,6,3,2,0,M,M,,1,S,,,W,N,1,G,A,A,N,A,42 van brunt st,361500
1070,42,WENTWORTH,ST,2124,105,R3,Y,132800,290900,423700,444038,2516.0,1905.0,0.0,6364,4170,3.0,R,DK,F,P,18,9,3,0,N,N,N,3,M,S,S,F,N,0,F,A,A,N,A,42 wentworth st,460000
1071,423,BEACON,ST,2115,104,R2,N,1021600,3099500,4121100,4318913,1904.0,1899.0,2016.0,4091,3818,4.0,R,RM,M,B,13,5,5,2,L,L,M,2,L,L,,W,C,2,G,E,E,E,G,423 beacon st,3380000
1072,424,BAKER,ST,2132,101,R1,Y,129100,214000,343100,359569,5373.0,1930.0,0.0,2479,1068,1.0,R,BW,H,M,6,3,1,0,S,,,1,M,,,W,N,1,A,A,A,N,A,424 baker st,483000
1073,425,MAIN,ST,2129,101,R1,Y,177300,592100,769400,806332,1262.0,1965.0,2008.0,2209,1376,2.0,R,RE,G,B,6,3,2,1,M,M,M,1,M,,,E,C,0,A,A,G,N,A,425 main st,880000
1074,425,SEAVER,ST,2121,104,R2,N,133000,213300,346300,362922,4035.0,1915.0,0.0,4341,2352,2.0,R,CV,G,M,9,5,3,0,S,S,S,2,S,S,,F,N,0,A,A,A,N,A,425 seaver st,399000
1075,429,ADAMS,ST,2122,105,R3,Y,205000,480700,685700,718614,6008.0,1905.0,2016.0,5403,3609,3.0,R,DK,F,M,18,6,3,0,M,S,M,3,M,S,M,W,N,0,A,A,G,N,A,429 adams st,685000
1076,429,BEECH,ST,2131,101,R1,Y,179900,264700,444600,465941,9522.0,1925.0,0.0,2287,1119,1.0,R,BW,H,M,6,2,2,0,S,S,,1,S,,,F,N,0,A,A,A,N,A,429 beech st,475000
1077,429,CHELSEA,ST,2128,105,R3,Y,128900,377500,506400,530708,1518.0,1890.0,1995.0,4355,3267,3.0,R,DK,F,M,16,6,3,0,S,M,M,3,N,M,N,W,N,0,G,A,A,N,P,429 chelsea st,665000
1078,43,BELLAIRE,RD,2132,101,R1,Y,184300,317600,501900,525992,5900.0,1940.0,0.0,3199,1330,1.0,R,CP,G,W,6,2,1,0,S,,,1,S,,,F,C,1,A,A,A,N,A,43 bellaire rd,585000
1079,43,BONAD,RD,2132,101,R1,Y,197900,436700,634600,665061,7800.0,1955.0,2012.0,3208,1540,1.0,R,RN,G,M,6,3,2,1,M,M,M,1,M,,,W,C,2,A,G,G,N,A,43 bonad rd,640000
1080,43,CAMERON,ST,2125,105,R3,N,118200,373900,492100,515721,2342.0,1905.0,0.0,5109,3249,3.0,R,DK,F,M,15,9,4,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,43 cameron st,594500
1081,43,CRANMORE,RD,2136,101,R1,Y,116500,277100,393600,412493,5147.0,1950.0,0.0,2736,1296,1.0,R,CP,G,W,7,3,1,0,S,,,1,S,,,F,N,1,G,G,G,N,A,43 cranmore rd,400000
1082,43,FAIRVIEW,ST,2131,101,R1,Y,199200,296300,495500,519284,5819.0,1950.0,2016.0,2504,1306,1.5,R,CP,G,M,6,3,2,0,S,M,,1,M,,,W,N,1,A,A,A,N,A,43 fairview st,532000
1083,43,FLOYD,ST,2124,104,R2,Y,151000,289400,440400,461540,5143.0,1920.0,0.0,5735,3607,2.0,R,TF,H,W,15,6,2,1,S,S,S,2,S,S,,W,N,0,A,A,A,N,A,43 floyd st,490000
1084,43,FOX,ST,2122,105,R3,N,184900,510200,695100,728465,4463.0,1905.0,2016.0,5421,3591,3.0,R,DK,F,M,17,8,3,0,M,M,M,3,M,M,M,W,C,0,G,G,G,N,A,43 fox st,450000
1085,43,GLENMONT,RD,2135,104,R2,Y,212200,613100,825300,864915,5330.0,1920.0,0.0,4221,2540,2.0,R,TF,G,M,13,5,2,0,N,S,,2,M,M,,W,N,0,A,A,G,N,A,43 glenmont rd,990000
1086,43,HOLLYWOOD,RD,2132,101,R1,Y,148900,491800,640700,671454,5000.0,1930.0,2015.0,3482,1981,2.0,R,CL,L,M,7,3,2,0,M,M,,1,M,,,W,C,1,G,G,G,N,A,43 hollywood rd,715000
1087,43,MCLELLAN,ST,2121,105,R3,Y,176200,329600,505800,530079,4842.0,1910.0,,6392,3819,2.5,R,CV,G,F,19,8,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,43 mclellan st,465000
1088,43,MILL,ST,2122,104,R2,N,228700,366500,595200,623770,17474.0,1880.0,2009.0,7523,4388,2.5,R,CV,M,F,15,7,3,0,S,M,S,2,S,M,,F,N,3,A,A,A,N,F,43 mill st,560000
1089,43,SCHOOL,ST,2129,104,R2,Y,266000,588200,854200,895202,2080.0,1855.0,0.0,3351,2103,2.0,R,CV,G,F,8,3,3,0,M,M,S,2,L,M,,F,C,3,G,G,G,N,A,43 school st,1200000
1090,43,STONEHILL,RD,2136,101,R1,N,126900,185300,312200,327186,5271.0,1955.0,,2016,1458,1.0,R,RR,G,M,6,4,2,0,M,M,,1,S,,,F,C,0,A,A,A,N,A,43 stonehill rd,187000
1091,43,TENNYSON,ST,2132,101,R1,N,184900,400300,585200,613290,5974.0,1930.0,2015.0,3596,1794,2.0,R,CL,L,W,7,3,1,1,M,S,,1,M,,,W,N,1,A,G,G,N,A,43 tennyson st,675000
1092,43,WATERMAN,RD,2131,101,R1,Y,103100,206400,309500,324356,3242.0,1952.0,2008.0,1336,608,1.0,R,BW,H,W,4,2,1,0,M,,,1,M,,,F,C,0,A,A,G,N,A,43 waterman rd,372000
1093,43,WAUMBECK,ST,2121,105,R3,Y,171700,405900,577600,605325,6179.0,1900.0,2007.0,5666,3834,3.0,R,CV,G,U,16,10,3,0,M,M,M,3,M,M,M,W,N,0,A,G,G,N,A,43 waumbeck st,640000
1094,43,WESTGLOW,ST,2122,101,R1,Y,119500,245200,364700,382206,3392.0,1880.0,0.0,1914,1188,2.0,R,CL,G,W,6,3,1,1,S,S,,1,S,,,W,N,0,A,A,A,N,A,43 westglow st,380000
1095,43,WHITING,ST,2119,104,R2,N,96400,263300,359700,376966,2457.0,1890.0,0.0,4210,2459,2.0,R,CV,G,M,13,6,2,0,S,S,,2,S,S,,W,N,2,A,A,A,N,A,43 whiting st,430000
1096,43,WOOLSON,ST,2126,105,R3,N,157100,273600,430700,451374,4500.0,1905.0,0.0,6496,4323,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,43 woolson st,514000
1097,43,WORDSWORTH,ST,2128,104,R2,N,114800,283900,398700,417838,2500.0,1899.0,0.0,2978,1894,2.0,R,TF,F,M,10,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,43 wordsworth st,450000
1098,4325,WASHINGTON,ST,2131,105,R3,Y,175300,375600,550900,577344,5839.0,1920.0,0.0,4145,2773,2.5,R,CV,G,W,11,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,4325 washington st,530000
1099,435,QUINCY,ST,2125,105,R3,N,105100,361300,466400,488787,2730.0,1920.0,1990.0,5069,3219,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,S,S,S,F,N,0,G,A,A,N,A,435 quincy st,644000
1100,436,NORFOLK,ST,2126,101,R1,Y,137400,173800,311200,326138,4914.0,1910.0,0.0,4270,2828,2.5,R,CL,H,M,9,5,1,1,S,S,,1,S,,,W,N,0,A,A,A,N,A,436 norfolk st,447000
1101,4379,WASHINGTON,ST,2131,105,R3,N,141700,545600,687300,720290,3500.0,1920.0,2001.0,6528,4320,3.0,R,DK,F,M,18,9,4,0,S,S,S,4,S,S,S,W,N,0,A,G,G,N,A,4379 washington st,786000
1102,44,ARBUTUS,ST,2124,105,R3,N,123200,326200,449400,470971,2652.0,1910.0,1992.0,5351,3543,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,S,S,S,E,N,0,A,A,G,N,A,44 arbutus st,518000
1103,44,BRADLEE,ST,2136,101,R1,Y,130700,244500,375200,393210,6240.0,1920.0,2015.0,2268,1134,1.0,R,BW,H,M,7,4,2,0,S,M,,1,M,,,W,N,0,G,A,A,N,A,44 bradlee st,371500
1104,44,EASTBOURNE,ST,2131,101,R1,Y,159400,467400,626800,656887,5000.0,1920.0,2015.0,3018,1691,2.0,R,CL,L,W,10,4,2,2,M,M,M,1,M,,,F,C,0,G,G,G,N,A,44 eastbourne st,689000
1105,44,FRAZER,ST,2136,101,R1,Y,119500,248000,367500,385140,4528.0,1919.0,0.0,3638,2017,2.0,R,CL,L,M,7,4,1,1,M,S,,1,M,,,E,N,0,A,A,A,N,A,44 frazer st,253000
1106,44,HOLBORN,ST,2121,104,R2,N,117000,247400,364400,381891,3780.0,1880.0,0.0,4871,3096,2.5,R,CV,G,M,10,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,44 holborn st,345000
1107,44,MAXFIELD,ST,2132,101,R1,Y,251500,403700,655200,686650,9000.0,1935.0,2014.0,3166,2072,2.0,R,CL,G,M,8,3,1,1,S,S,,1,M,,,W,N,1,A,A,G,N,A,44 maxfield st,841500
1108,44,MYOPIA,RD,2136,101,R1,Y,135200,286200,421400,441628,7548.0,1940.0,2015.0,1956,1230,2.0,R,CL,H,W,9,4,2,0,S,M,,1,M,,,W,N,1,G,A,G,N,A,44 myopia rd,427500
1109,44,ORIOLE,ST,2132,101,R1,Y,249100,419800,668900,701008,10225.0,1920.0,0.0,5160,2870,2.0,R,CL,H,W,9,4,2,0,S,S,,1,S,,,W,N,1,A,A,A,N,A,44 oriole st,795000
1110,44,WILCOCK,ST,2124,105,R3,Y,107300,291300,398600,417733,4000.0,1905.0,0.0,4949,3066,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,S,S,M,W,N,0,A,A,A,N,A,44 wilcock st,700000
1111,44,WOODHAVEN,ST,2126,101,R1,N,173500,283900,457400,479355,16381.0,1941.0,1975.0,6191,2135,1.0,R,CP,G,M,8,4,2,0,S,S,,1,S,,,W,N,0,A,A,A,N,A,44 woodhaven st,405000
1112,4412,WASHINGTON,ST,2131,105,R3,N,182280,441480,623760,653700,3709.0,1905.0,0.0,5539,3630,3.0,R,DK,F,W,18,7,3,0,N,N,N,3,N,N,N,W,N,0,A,A,A,N,A,4412 washington st,650000
1113,443,MARLBOROUGH,ST,2115,104,R2,Y,1002600,2357200,3359800,3521071,2248.0,1890.0,2002.0,5092,4329,3.0,R,RM,F,B,11,3,5,1,M,S,S,2,S,M,,P,C,3,A,G,G,E,A,443 marlborough st,4000000
1114,447,MERIDIAN,ST,2128,104,R2,N,149200,461900,611100,640433,2962.0,1910.0,2016.0,6000,3552,2.0,R,CV,G,M,7,5,5,1,M,M,M,2,M,M,,W,N,0,G,G,G,N,A,447 meridian st,725000
1115,448,NORFOLK,ST,2126,105,R3,N,151400,381000,532400,557955,4881.0,1905.0,2016.0,5603,3697,3.0,R,DK,F,W,17,12,4,0,M,S,S,4,S,M,M,F,N,0,A,A,A,N,A,448 norfolk st,550000
1116,449,NORFOLK,ST,2126,105,R3,Y,212400,364600,577000,604696,9720.0,1905.0,0.0,7738,5286,3.0,R,DK,F,W,18,9,3,0,S,M,S,3,S,M,S,W,N,0,A,A,A,N,A,449 norfolk st,555000
1117,4491,WASHINGTON,ST,2131,101,R1,Y,138700,282300,421000,441208,6048.0,1910.0,0.0,2925,1782,2.0,R,CL,H,M,9,4,1,0,N,,,1,N,,,W,N,0,A,A,A,N,A,4491 washington st,560000
1118,45,ALBAN,ST,2124,104,R2,N,207400,368400,575800,603438,12000.0,1910.0,0.0,5458,3115,2.0,R,CV,G,F,10,4,2,0,S,S,,2,S,S,,F,N,2,G,A,A,N,A,45 alban st,775000
1119,45,ALLSTON,ST,2129,101,R1,Y,156100,622500,778600,815973,1132.0,1875.0,2009.0,2491,1676,2.5,R,SD,G,F,7,3,1,1,M,M,,1,M,,,W,N,1,G,G,G,N,F,45 allston st,1510000
1120,45,BEECH GLEN,ST,2119,105,R3,N,172800,501800,674600,706981,4530.0,1905.0,0.0,5271,4162,3.0,R,DK,F,M,17,7,4,0,M,S,S,3,M,S,S,W,N,0,A,A,A,N,G,45 beech glen st,1250000
1121,45,BULLARD,ST,2121,105,R3,N,149200,523000,672200,704466,3928.0,1910.0,2015.0,6981,4601,3.0,R,DK,F,M,18,9,3,0,M,M,M,3,M,M,M,W,N,0,A,G,G,N,A,45 bullard st,965000
1122,45,CLIFFORD,ST,2119,104,R2,Y,70000,317400,387400,405996,2315.0,1899.0,1996.0,3853,2600,3.0,R,RM,M,B,10,5,2,1,S,S,S,2,S,S,,W,N,0,A,A,A,N,A,45 clifford st,475000
1123,45,EDWIN,ST,2124,104,R2,Y,123800,340700,464500,486796,3120.0,1895.0,0.0,4761,3066,2.5,R,CV,G,W,13,6,2,0,S,S,,2,S,S,,F,N,0,A,A,A,N,A,45 edwin st,700000
1124,45,HARDWICK,ST,2135,101,R1,N,180000,550300,730300,765354,5400.0,1896.0,0.0,4720,2976,2.5,R,CL,G,F,10,6,1,1,S,S,,1,S,,,W,N,0,A,A,A,N,A,45 hardwick st,808000
1125,45,HOPEDALE,ST,2134,101,R1,Y,164200,409800,574000,601552,3542.0,1920.0,2009.0,2554,1568,2.0,R,CL,L,M,7,4,2,0,M,M,,1,M,,,W,C,1,A,G,G,N,A,45 hopedale st,745000
1126,45,JOHNSWOOD,RD,2131,101,R1,Y,112437,531216,643653,674549,2762.0,2001.0,,4946,2894,2.0,R,CL,G,M,8,4,3,1,M,M,M,1,M,,,F,C,1,G,G,G,N,A,45 johnswood rd,540000
1127,45,LINWOOD,ST,2136,101,R1,Y,92100,233200,325300,340915,4623.0,1948.0,2007.0,2193,974,1.0,R,CP,G,M,6,4,1,0,M,,,1,M,,,F,N,1,G,G,G,N,A,45 linwood st,397000
1128,45,MASCOT,ST,2124,101,R1,Y,96900,169100,266000,278768,3821.0,1905.0,1997.0,4283,2511,2.0,R,CL,G,M,9,2,1,1,S,S,M,1,S,,,W,N,0,A,A,A,N,A,45 mascot st,250000
1129,45,PINEHURST,ST,2131,101,R1,Y,111200,367400,478600,501573,2500.0,1910.0,2015.0,2568,1496,2.0,R,CL,H,W,7,3,1,2,S,S,S,1,M,,,W,N,0,A,G,G,N,A,45 pinehurst st,495000
1130,45,STONEHURST,ST,2122,105,R3,N,153300,337600,490900,514463,3955.0,1920.0,0.0,5676,3703,2.5,R,CV,G,W,17,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,45 stonehurst st,568000
1131,45,W SELDEN,ST,2126,104,R2,Y,112700,301400,414100,433977,5318.0,1920.0,0.0,5028,3168,2.0,R,TF,H,M,12,6,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,45 w selden st,520000
1132,456,MERIDIAN,ST,2128,104,R2,Y,140300,314500,454800,476631,2500.0,1944.0,0.0,4064,2996,3.0,R,CV,F,M,12,8,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,456 meridian st,610000
1133,46,BIRCHWOOD,ST,2132,101,R1,N,159400,358900,518300,543178,10000.0,2015.0,,3624,2128,2.0,R,CL,G,C,7,3,2,1,M,M,M,1,M,,,F,N,0,G,G,G,N,A,46 birchwood st,705000
1134,46,BRENT,ST,2124,104,R2,Y,128400,379500,507900,532280,3534.0,1895.0,0.0,6276,3592,2.0,R,CV,H,W,12,6,3,0,S,S,S,3,S,S,S,W,N,2,A,A,A,N,A,46 brent st,590000
1135,46,CENTRE,ST,2124,101,R1,N,162200,179600,341800,358206,6000.0,1920.0,0.0,4576,2592,2.0,R,CL,L,M,8,5,1,0,N,,,1,N,,,F,N,1,A,A,F,N,A,46 centre st,329000
1136,46,CLARENDON,ST,2116,101,R1,Y,473500,1338900,1812400,1899396,1040.0,1890.0,0.0,3968,2856,3.0,R,RM,M,B,8,5,1,0,N,,,1,S,,,W,N,0,A,A,A,N,A,46 clarendon st,1750000
1137,46,FLOYD,ST,2124,105,R3,Y,147300,402300,549600,575981,3878.0,1925.0,0.0,6511,4010,2.5,R,CV,G,M,14,8,4,0,M,M,M,3,M,M,M,W,N,0,A,A,G,N,A,46 floyd st,460000
1138,46,HOPEDALE,ST,2134,101,R1,Y,161600,325600,487200,510586,3901.0,1900.0,2004.0,2423,1568,2.0,R,CL,L,M,7,4,1,0,S,,,1,M,,,W,N,0,A,A,G,N,A,46 hopedale st,50000
